time,open,high,low,close,TEMA Fast,TEMA Slow,TEMA Trend,IB High,IB Low,IB Mid,Prev VAH,Prev VAL,Prev POC,VWAP,IB Long,IB Short,VA Long,VA Short,80% Long,80% Short
1769076600.0,6952.75,6953.0,6949.25,6949.75,6951.12096457562,6955.77345481875,6954.30150738195,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6933.972786417679,0.0,0.0,0.0,0.0,0.0,0.0
1769076900.0,6950.0,6950.5,6946.25,6947.0,6948.68072424167,6954.05919624502,6954.17083665995,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6934.11049052127,0.0,0.0,0.0,0.0,0.0,0.0
1769077200.0,6947.25,6952.25,6946.5,6950.0,6948.651261068399,6953.34458519249,6954.34179040641,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6934.733091700279,0.0,0.0,0.0,0.0,0.0,0.0
1769077500.0,6950.0,6951.75,6949.25,6950.0,6948.7179698828695,6952.7189717948395,6954.48347640577,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6934.8248688004,0.0,0.0,0.0,0.0,0.0,0.0
1769077800.0,6950.0,6952.0,6949.5,6951.75,6949.6912372792995,6952.6079509579695,6954.77906962111,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6934.91098723631,0.0,0.0,0.0,0.0,0.0,0.0
1769078100.0,6951.75,6952.5,6950.5,6951.0,6950.00591296224,6952.304538126939,6954.95955205013,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6935.020547153959,0.0,0.0,0.0,0.0,0.0,0.0
1769078400.0,6951.0,6951.75,6950.0,6950.75,6950.124616113119,6951.969539469819,6955.084846582,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6935.104789512169,0.0,0.0,0.0,0.0,0.0,0.0
1769078700.0,6950.75,6951.75,6950.0,6951.25,6950.47563927102,6951.798387238549,6955.23657959885,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6935.20391723307,0.0,0.0,0.0,0.0,0.0,0.0
1769079000.0,6951.25,6952.25,6950.25,6951.25,6950.723298749909,6951.641212285849,6955.361456748939,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6935.312367732539,0.0,0.0,0.0,0.0,0.0,0.0
1769079300.0,6951.0,6952.25,6950.75,6951.25,6950.896493049349,6951.49790546977,6955.46160014317,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6935.36895634104,0.0,0.0,0.0,0.0,0.0,0.0
1769079600.0,6951.0,6954.0,6950.75,6951.5,6951.13837702537,6951.43034075919,6955.564840846289,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6935.58533437791,0.0,0.0,0.0,0.0,0.0,0.0
1769079900.0,6951.75,6954.75,6951.75,6954.5,6952.76116716608,6952.11101517016,6955.95546692445,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6935.8035402530295,0.0,0.0,0.0,0.0,0.0,0.0
1769080200.0,6954.5,6954.75,6950.25,6950.5,6951.832121751169,6951.668870046679,6955.889921334029,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6935.906108141199,0.0,0.0,0.0,0.0,0.0,0.0
1769080500.0,6950.25,6951.75,6944.75,6949.75,6950.852500280909,6951.107617556039,6955.73633856542,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6936.16046310797,0.0,0.0,0.0,0.0,0.0,0.0
1769080800.0,6949.75,6950.75,6948.0,6949.75,6950.228044500969,6950.63797576601,6955.57883914549,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6936.236274131699,0.0,0.0,0.0,0.0,0.0,0.0
1769081100.0,6949.75,6950.0,6947.0,6949.0,6949.48055259958,6950.060919716269,6955.340629296679,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6936.31643832315,0.0,0.0,0.0,0.0,0.0,0.0
1769081400.0,6948.75,6953.0,6947.5,6951.0,6950.0079609409595,6950.082220960389,6955.312095978799,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6936.765660405539,0.0,0.0,0.0,0.0,0.0,0.0
1769081700.0,6951.0,6951.75,6946.25,6947.5,6948.665204051609,6949.23208323705,6954.910457285289,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6936.84262054128,0.0,0.0,0.0,0.0,0.0,0.0
1769082000.0,6947.5,6947.5,6944.0,6945.5,6946.8632476482,6948.037229675049,6954.317409645299,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6936.90659292606,0.0,0.0,0.0,0.0,0.0,0.0
1769082300.0,6945.5,6946.0,6944.0,6945.25,6945.64867857836,6946.99792637006,6953.72796350875,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6936.946425749449,0.0,0.0,0.0,0.0,0.0,0.0
1769082600.0,6945.0,6946.5,6944.0,6945.5,6945.07597757795,6946.21690310496,6953.19430932792,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6936.98411571978,0.0,0.0,0.0,0.0,0.0,0.0
1769082900.0,6945.5,6946.5,6944.0,6945.25,6944.6768661125,6945.5290615513595,6952.66157617468,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.0368670015,0.0,0.0,0.0,0.0,0.0,0.0
1769083200.0,6945.0,6946.75,6941.75,6943.25,6943.5327251524595,6944.48601769732,6951.94950406046,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.127990481429,0.0,0.0,0.0,0.0,0.0,0.0
1769083500.0,6943.25,6946.0,6942.75,6945.0,6943.74585794981,6944.085457721059,6951.4590295974995,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.2164257818495,0.0,0.0,0.0,0.0,0.0,0.0
1769083800.0,6945.0,6945.5,6942.5,6943.0,6942.99378223643,6943.28581117781,6950.78771586914,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.25530133867,0.0,0.0,0.0,0.0,0.0,0.0
1769084100.0,6943.25,6946.0,6943.0,6945.0,6943.569785381849,6943.15289390929,6950.362384317769,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.304955803739,0.0,0.0,0.0,0.0,0.0,0.0
1769084400.0,6944.75,6948.0,6944.25,6947.25,6945.107302292799,6943.63413653269,6950.19226559403,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.40563342457,0.0,0.0,0.0,0.0,0.0,0.0
1769084700.0,6947.0,6947.75,6946.0,6946.25,6945.64235407462,6943.812492029169,6949.92396044338,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.44543438574,0.0,0.0,0.0,0.0,0.0,0.0
1769085000.0,6946.0,6948.75,6943.5,6948.0,6946.85135949241,6944.421554783839,6949.8489622178695,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.585034758359,0.0,0.0,0.0,0.0,0.0,0.0
1769085300.0,6948.0,6948.75,6946.25,6946.25,6946.762881732439,6944.513077912669,6949.5922566809495,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.66376827101,0.0,0.0,0.0,0.0,0.0,0.0
1769085600.0,6946.0,6948.5,6946.0,6947.5,6947.297191218629,6944.920235962059,6949.47698074438,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.72869348671,0.0,0.0,0.0,0.0,0.0,0.0
1769085900.0,6947.5,6948.0,6945.5,6946.0,6946.88442205854,6944.90221954493,6949.209280630959,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.791088613149,0.0,0.0,0.0,0.0,0.0,0.0
1769086200.0,6946.0,6947.75,6944.75,6945.5,6946.35460124774,6944.7797567137195,6948.90352371431,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.8520336073,0.0,0.0,0.0,0.0,0.0,0.0
1769086500.0,6945.5,6948.25,6945.0,6947.5,6946.98111454611,6945.192282745759,6948.821167694429,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6937.900970971949,0.0,0.0,0.0,0.0,0.0,0.0
1769086800.0,6947.5,6951.5,6947.25,6950.75,6948.95666460898,6946.356317623409,6949.076042080749,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6938.06318405103,0.0,0.0,0.0,0.0,0.0,0.0
1769087100.0,6950.5,6950.75,6946.25,6947.5,6948.59781097186,6946.52040317482,6948.972702196979,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6938.246846667729,0.0,0.0,0.0,0.0,0.0,0.0
1769087400.0,6947.5,6948.25,6945.0,6948.25,6948.6862809308395,6946.84917213607,6948.94980007245,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6938.36325097963,0.0,0.0,0.0,0.0,0.0,0.0
1769087700.0,6948.25,6951.25,6948.0,6950.5,6949.801089447829,6947.68556123248,6949.156919567309,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6938.4881614549795,0.0,0.0,0.0,0.0,0.0,0.0
1769088000.0,6950.5,6950.5,6949.0,6950.0,6950.223034505179,6948.25448715229,6949.293732248049,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6938.58868977887,0.0,0.0,0.0,0.0,0.0,0.0
1769088300.0,6950.0,6951.0,6949.25,6951.0,6950.92456690919,6948.97190716131,6949.520201388589,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6938.716684370869,0.0,0.0,0.0,0.0,0.0,0.0
1769088600.0,6950.5,6952.75,6946.0,6949.75,6950.7028921293895,6949.2494565180095,6949.59745257301,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6939.053217912589,0.0,0.0,0.0,0.0,0.0,0.0
1769088900.0,6949.5,6952.0,6949.0,6951.5,6951.35796631156,6949.907378422499,6949.84604399613,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6939.1775931885295,0.0,0.0,0.0,0.0,0.0,0.0
1769089200.0,6951.5,6951.75,6947.5,6948.75,6950.3809445168,6949.7586283437595,6949.78882088654,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6939.25654996668,0.0,0.0,0.0,0.0,0.0,0.0
1769089500.0,6948.5,6957.5,6948.25,6955.5,6953.006852292379,6951.30498017401,6950.429224691439,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6939.58187563818,0.0,0.0,0.0,0.0,0.0,0.0
1769089800.0,6955.25,6955.75,6953.0,6954.75,6954.266310780979,6952.3840968593195,6950.94298619589,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6939.717489982219,0.0,0.0,0.0,0.0,0.0,0.0
1769090100.0,6954.5,6958.5,6954.25,6957.5,6956.32903306558,6953.94174708405,6951.700414708879,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6939.93867655693,0.0,0.0,0.0,0.0,0.0,0.0
1769090400.0,6957.5,6958.25,6953.75,6953.75,6955.71187103161,6954.272916944649,6952.0121794179195,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6940.1598172528,0.0,0.0,0.0,0.0,0.0,0.0
1769090700.0,6953.75,6955.0,6952.5,6954.0,6955.33309810981,6954.58190833287,6952.3226992500295,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6940.3349143447795,0.0,0.0,0.0,0.0,0.0,0.0
1769091000.0,6954.0,6955.75,6952.25,6954.75,6955.375108012439,6954.99676815554,6952.68363415875,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6940.4709898262,0.0,0.0,0.0,0.0,0.0,0.0
1769091300.0,6955.0,6958.25,6953.75,6957.75,6956.79918882719,6956.05833046641,6953.3238848317,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6940.643758913079,0.0,0.0,0.0,0.0,0.0,0.0
1769091600.0,6957.75,6958.0,6953.0,6953.5,6955.5643920336,6955.84922089605,6953.47422332113,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6940.88412166032,0.0,0.0,0.0,0.0,0.0,0.0
1769091900.0,6953.5,6958.75,6953.5,6956.25,6956.054153634809,6956.330352719049,6953.8923850846195,6891.0,6845.5,6868.25,6890.93704257018,6838.88285210448,6864.90994733733,6941.51461262432,0.0,0.0,0.0,0.0,0.0,0.0
1769092200.0,6956.0,6961.0,6951.75,6956.5,6956.44352069855,6956.761143410669,6954.30110050398,,,,6913.40016066629,6861.67003577155,6887.535098218919,6943.745413972189,0.0,0.0,0.0,0.0,0.0,0.0
1769092500.0,6956.75,6962.5,6952.0,6960.75,6958.71944341888,6958.1444459082795,6955.114300792309,,,,6913.40016066629,6861.67003577155,6887.535098218919,6945.082842070279,0.0,0.0,0.0,0.0,0.0,0.0
1769092800.0,6960.75,6964.5,6946.25,6951.25,6955.472831125129,6956.892688287659,6954.882046404599,,,,6913.40016066629,6861.67003577155,6887.535098218919,6946.004107396259,0.0,0.0,0.0,0.0,0.0,0.0
1769093100.0,6951.25,6953.5,6933.0,6935.75,6945.78654593372,6951.97271254513,6953.057441817579,,,,6913.40016066629,6861.67003577155,6887.535098218919,6945.518243437779,0.0,0.0,0.0,0.0,0.0,0.0
1769093400.0,6935.5,6944.25,6933.0,6941.75,6942.61022951113,6949.384876857869,6951.97548396714,,,,6913.40016066629,6861.67003577155,6887.535098218919,6945.08658750172,0.0,0.0,0.0,0.0,0.0,0.0
1769093700.0,6941.75,6943.0,6930.5,6936.0,6937.980472170049,6945.82144243636,6950.37089768994,,,,6913.40016066629,6861.67003577155,6887.535098218919,6944.59985658559,0.0,0.0,0.0,0.0,0.0,0.0
1769094000.0,6935.5,6937.25,6926.25,6930.0,6932.3522040648195,6941.40454917967,6948.25572284921,,,,6913.40016066629,6861.67003577155,6887.535098218919,6943.69229018232,0.0,0.0,0.0,0.0,0.0,0.0
1769094300.0,6929.75,6932.0,6925.5,6929.75,6928.9612206987595,6937.73093939901,6946.261722567419,,,,6913.40016066629,6861.67003577155,6887.535098218919,6942.96284212618,0.0,0.0,0.0,0.0,0.0,0.0
1769094600.0,6930.0,6935.0,6927.25,6930.0,6927.292699623629,6934.81385436655,6944.43381535889,,,,6913.40016066629,6861.67003577155,6887.535098218919,6942.444881638569,0.0,0.0,0.0,0.0,0.0,0.0
1769094900.0,6929.75,6936.25,6927.5,6933.25,6928.191263836289,6933.28136026557,6943.072023517379,,,,6913.40016066629,6861.67003577155,6887.535098218919,6942.0071130557,0.0,0.0,0.0,0.0,0.0,0.0
1769095200.0,6933.25,6942.0,6930.5,6930.5,6927.76119492749,6931.40838298532,6941.524776759529,,,,6913.40016066629,6861.67003577155,6887.535098218919,6941.674838975539,0.0,0.0,0.0,0.0,0.0,0.0
1769095500.0,6930.5,6942.75,6929.25,6941.0,6932.8975034676,6932.553565534819,6941.17579395662,,,,6913.40016066629,6861.67003577155,6887.535098218919,6941.544037920919,0.0,0.0,0.0,0.0,0.0,0.0
1769095800.0,6941.25,6946.0,6937.0,6945.0,6938.334441145629,6934.574109170109,6941.269885598919,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6941.582535345409,0.0,0.0,0.0,0.0,0.0,0.0
1769096100.0,6945.0,6948.0,6943.25,6946.5,6942.6091838946095,6936.68454771445,6941.517610117709,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6941.689021024429,0.0,0.0,0.0,0.0,0.0,0.0
1769096400.0,6946.75,6949.25,6942.75,6949.25,6946.64143612285,6939.16653905101,6942.037194826339,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6941.8089227519295,0.0,0.0,0.0,0.0,0.0,0.0
1769096700.0,6949.0,6951.75,6947.75,6948.75,6948.851047483769,6941.1332745812,6942.473273748509,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6941.971880086369,0.0,0.0,0.0,0.0,0.0,0.0
1769097000.0,6948.5,6948.75,6944.25,6945.25,6948.380858759199,6941.915105616759,6942.52118183703,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6942.0691028858,0.0,0.0,0.0,0.0,0.0,0.0
1769097300.0,6945.5,6946.75,6942.5,6943.0,6946.8084651481495,6942.0203353282295,6942.3371148816495,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6942.11648110148,0.0,0.0,0.0,0.0,0.0,0.0
1769097600.0,6943.0,6948.75,6942.5,6948.0,6948.10880384957,6943.36607309342,6942.68673695624,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6942.22993142784,0.0,0.0,0.0,0.0,0.0,0.0
1769097900.0,6948.25,6951.5,6946.75,6950.5,6950.043875839249,6945.110702000559,6943.27409342544,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6942.3716554111,0.0,0.0,0.0,0.0,0.0,0.0
1769098200.0,6950.75,6954.5,6949.0,6953.75,6952.73233277887,6947.36317985122,6944.15960672613,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6942.53821934502,0.0,0.0,0.0,0.0,0.0,0.0
1769098500.0,6953.75,6955.5,6949.0,6952.5,6953.67706462891,6948.906160294129,6944.8565995829795,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6942.71419060207,0.0,0.0,0.0,0.0,0.0,0.0
1769098800.0,6952.75,6955.75,6952.5,6955.25,6955.44334060365,6950.84847510086,6945.7910806910195,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6942.8422497317,0.0,0.0,0.0,0.0,0.0,0.0
1769099100.0,6955.0,6957.5,6954.0,6955.0,6956.26700774403,6952.366878660179,6946.635629798179,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6943.04151517748,0.0,0.0,0.0,0.0,0.0,0.0
1769099400.0,6954.75,6956.5,6953.25,6955.5,6956.85226171667,6953.7140961666,6947.473356281879,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6943.216651428709,0.0,0.0,0.0,0.0,0.0,0.0
1769099700.0,6955.5,6957.0,6953.75,6955.75,6957.17376364054,6954.852137195359,6948.27822896524,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6943.33160686214,0.0,0.0,0.0,0.0,0.0,0.0
1769100000.0,6956.0,6959.25,6955.0,6957.75,6958.19539820623,6956.248211367059,6949.23279465418,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6943.510490244799,0.0,0.0,0.0,0.0,0.0,0.0
1769100300.0,6958.0,6960.75,6957.75,6959.25,6959.42968750405,6957.729001265479,6950.27419298925,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6943.72211464852,0.0,0.0,0.0,0.0,0.0,0.0
1769100600.0,6959.5,6962.0,6958.25,6959.25,6960.067052437719,6958.9020017113,6951.2405279186,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6943.92572065031,0.0,0.0,0.0,0.0,0.0,0.0
1769100900.0,6959.5,6959.5,6953.5,6954.25,6957.88596972433,6958.5732707761,6951.619503928139,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6944.10063234466,0.0,0.0,0.0,0.0,0.0,0.0
1769101200.0,6954.25,6957.75,6951.0,6957.5,6957.96558666005,6959.055874181409,6952.30459413436,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6944.267207041409,0.0,0.0,0.0,0.0,0.0,0.0
1769101500.0,6957.5,6961.5,6955.0,6960.5,6959.406676961529,6960.1491596008,6953.248135221669,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6944.54849872454,0.0,0.0,0.0,0.0,0.0,0.0
1769101800.0,6960.75,6962.75,6958.75,6960.75,6960.3737148192195,6961.0620475795395,6954.147180144079,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6944.721642116039,0.0,0.0,0.0,0.0,0.0,0.0
1769102100.0,6960.75,6961.75,6956.5,6959.0,6960.050476169939,6961.32635628286,6954.79748067521,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6944.87019372704,0.0,0.0,0.0,0.0,0.0,0.0
1769102400.0,6958.75,6959.0,6954.5,6959.0,6959.76382895925,6961.489914271299,6955.396856098029,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6945.015231251309,0.0,0.0,0.0,0.0,0.0,0.0
1769102700.0,6959.0,6959.75,6956.25,6959.75,6959.88561724337,6961.75861055668,6956.026016754639,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6945.11616487414,0.0,0.0,0.0,0.0,0.0,0.0
1769103000.0,6959.75,6966.25,6959.75,6965.5,6962.72077358132,6963.359425626059,6957.1993144177195,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6945.41447930464,0.0,0.0,0.0,0.0,0.0,0.0
1769103300.0,6965.75,6965.75,6962.75,6963.5,6963.488551915049,6964.1320168721895,6958.076925536319,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6945.565674460439,0.0,0.0,0.0,0.0,0.0,0.0
1769103600.0,6963.5,6966.5,6963.25,6964.75,6964.496075348579,6965.025527600839,6959.01483688761,6964.5,6925.5,6945.0,6913.40016066629,6861.67003577155,6887.535098218919,6945.71030284001,0.0,0.0,0.0,0.0,0.0,0.0
