setup,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,stop,target,pnl_pts,pnl_dollar
OS_GAP_UP,SHORT,2025-01-21 09:30:00-05:00,6065.0,2025-01-21 09:40:00-05:00,6055.5,target,6075.5,6055.5,9.5,470.0
MS_ONH,SHORT,2025-01-22 15:55:00-05:00,6120.0,2025-01-22 16:00:00-05:00,6119.0,flatten,6123.25,6111.25,1.0,45.0
MS_pVAH,SHORT,2025-01-23 12:50:00-05:00,6130.75,2025-01-23 13:20:00-05:00,6138.0,stop,6138.0,6122.0,-7.25,-367.5
MS_pVAH,SHORT,2025-01-24 13:40:00-05:00,6135.25,2025-01-24 15:55:00-05:00,6132.75,flatten,6144.0,6117.0,2.5,120.0
OS_GAP_DN,LONG,2025-01-29 09:30:00-05:00,6083.0,2025-01-29 11:05:00-05:00,6073.75,stop,6073.75,6096.0,-9.25,-467.5
MS_ONL,LONG,2025-01-29 15:20:00-05:00,6081.0,2025-01-29 15:35:00-05:00,6074.75,stop,6074.75,6091.0,-6.25,-317.5
MS_ONH,SHORT,2025-01-30 15:50:00-05:00,6098.75,2025-01-30 15:55:00-05:00,6105.5,stop,6105.5,6083.5,-6.75,-342.5
MS_pVAH,SHORT,2025-01-31 13:30:00-05:00,6099.5,2025-01-31 13:35:00-05:00,6104.0,stop,6104.0,6083.5,-4.5,-230.0
MS_pVAH,SHORT,2025-02-04 12:30:00-05:00,6043.0,2025-02-04 12:35:00-05:00,6049.0,stop,6049.0,6020.5,-6.0,-305.0
MS_ONH,SHORT,2025-02-05 10:30:00-05:00,6049.0,2025-02-05 11:05:00-05:00,6057.0,stop,6057.0,6038.5,-8.0,-405.0
OS_GAP_UP,SHORT,2025-02-06 09:30:00-05:00,6099.75,2025-02-06 10:35:00-05:00,6089.0,target,6111.25,6089.0,10.75,532.5
MS_pVAH,SHORT,2025-02-06 10:35:00-05:00,6088.0,2025-02-06 10:40:00-05:00,6093.0,stop,6093.0,6073.5,-5.0,-255.0
OS_GAP_UP,SHORT,2025-02-07 09:30:00-05:00,6113.5,2025-02-07 09:45:00-05:00,6121.5,stop,6121.5,6107.0,-8.0,-405.0
MS_ONH,SHORT,2025-02-10 11:40:00-05:00,6082.75,2025-02-10 12:10:00-05:00,6074.0,target,6091.0,6074.0,8.75,432.5
MS_pVAH,SHORT,2025-02-10 12:15:00-05:00,6075.75,2025-02-10 12:35:00-05:00,6082.0,stop,6082.0,6067.75,-6.25,-317.5
MS_ONH,SHORT,2025-02-13 13:15:00-05:00,6091.5,2025-02-13 13:20:00-05:00,6094.25,stop,6094.25,6070.5,-2.75,-142.5
MS_ONL,LONG,2025-02-18 12:15:00-05:00,6134.25,2025-02-18 12:20:00-05:00,6133.0,stop,6133.0,6142.0,-1.25,-67.5
OS_GAP_DN,LONG,2025-02-19 09:30:00-05:00,6135.5,2025-02-19 10:30:00-05:00,6141.0,target,6125.25,6141.0,5.5,270.0
MS_pVAH,SHORT,2025-02-19 13:10:00-05:00,6143.0,2025-02-19 13:15:00-05:00,6145.0,stop,6145.0,6134.5,-2.0,-105.0
MS_ONH,SHORT,2025-02-19 15:45:00-05:00,6157.25,2025-02-19 15:50:00-05:00,6161.0,stop,6161.0,6134.5,-3.75,-192.5
OS_GAP_DN,LONG,2025-02-20 09:30:00-05:00,6146.0,2025-02-20 09:45:00-05:00,6136.0,stop,6136.0,6156.0,-10.0,-505.0
OS_GAP_DN,LONG,2025-02-21 09:30:00-05:00,6127.25,2025-02-21 09:35:00-05:00,6121.0,stop,6121.0,6137.25,-6.25,-317.5
OS_GAP_UP,SHORT,2025-02-24 09:30:00-05:00,6050.75,2025-02-24 09:50:00-05:00,6030.25,target,6072.5,6030.25,20.5,1020.0
MS_ONL,LONG,2025-02-24 11:30:00-05:00,6032.0,2025-02-24 11:35:00-05:00,6030.0,stop,6030.0,6060.0,-2.0,-105.0
MS_ONL,LONG,2025-02-25 12:55:00-05:00,5977.0,2025-02-25 13:20:00-05:00,5973.75,stop,5973.75,6007.75,-3.25,-167.5
MS_ONH,SHORT,2025-02-26 12:35:00-05:00,6000.0,2025-02-26 13:00:00-05:00,5978.25,target,6008.0,5978.25,21.75,1082.5
MS_ONL,LONG,2025-02-26 15:40:00-05:00,5975.5,2025-02-26 15:45:00-05:00,5973.5,stop,5973.5,5989.0,-2.0,-105.0
MS_ONL,LONG,2025-02-27 11:40:00-05:00,5965.75,2025-02-27 11:50:00-05:00,5956.75,stop,5956.75,5990.0,-9.0,-455.0
