setup,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,stop,target,pnl_pts,pnl_dollar
IB,LONG,2024-02-16 11:20:00-05:00,5046.0,2024-02-16 14:45:00-05:00,5029.0,stop,5029.0,5078.25,-17.0,-855.0
IB,SHORT,2024-02-20 11:55:00-05:00,4981.5,2024-02-20 15:55:00-05:00,4992.5,flatten,4996.12,4955.5,-11.0,-555.0
IB,LONG,2024-02-21 11:10:00-05:00,4986.5,2024-02-21 11:35:00-05:00,4978.88,stop,4978.88,4998.0,-7.62,-386.25
IB,SHORT,2024-02-21 12:40:00-05:00,4971.75,2024-02-21 12:50:00-05:00,4978.88,stop,4978.88,4960.25,-7.12,-361.25
IB,SHORT,2024-02-21 14:20:00-05:00,4969.5,2024-02-21 15:35:00-05:00,4978.88,stop,4978.88,4958.0,-9.38,-473.75
IB,LONG,2024-02-22 11:15:00-05:00,5078.25,2024-02-22 14:10:00-05:00,5102.5,target,5064.5,5102.5,24.25,1207.5
IB,SHORT,2024-02-23 10:40:00-05:00,5110.0,2024-02-23 11:00:00-05:00,5099.5,target,5118.12,5099.5,10.5,520.0
IB,SHORT,2024-02-26 10:45:00-05:00,5096.5,2024-02-26 13:25:00-05:00,5086.5,target,5102.88,5086.5,10.0,495.0
IB,SHORT,2024-02-27 12:20:00-05:00,5073.0,2024-02-27 14:15:00-05:00,5080.88,stop,5080.88,5061.0,-7.88,-398.75
IB,LONG,2024-02-28 10:35:00-05:00,5080.0,2024-02-28 12:40:00-05:00,5073.75,stop,5073.75,5090.25,-6.25,-317.5
IB,SHORT,2024-02-29 11:30:00-05:00,5084.0,2024-02-29 13:10:00-05:00,5095.0,stop,5095.0,5063.25,-11.0,-555.0
IB,LONG,2024-03-01 10:50:00-05:00,5122.25,2024-03-01 13:40:00-05:00,5141.0,target,5110.75,5141.0,18.75,932.5
IB,LONG,2024-03-06 11:10:00-05:00,5124.25,2024-03-06 13:35:00-05:00,5110.0,stop,5110.0,5148.5,-14.25,-717.5
IB,LONG,2024-03-07 10:35:00-05:00,5154.5,2024-03-07 12:30:00-05:00,5143.38,stop,5143.38,5174.5,-11.12,-561.25
IB,SHORT,2024-03-07 13:00:00-05:00,62.8,2024-03-07 13:05:00-05:00,83.05,stop,83.05,42.8,-20.25,-1017.5
IB,SHORT,2024-03-07 14:30:00-05:00,62.95,2024-03-07 14:35:00-05:00,83.2,stop,83.2,42.95,-20.25,-1017.5
IB,SHORT,2024-03-13 11:30:00-04:00,63.5,2024-03-13 11:35:00-04:00,83.75,stop,83.75,49.25,-20.25,-1017.5
IB,SHORT,2024-03-13 12:55:00-04:00,63.95,2024-03-13 13:00:00-04:00,84.2,stop,84.2,49.7,-20.25,-1017.5
IB,LONG,2024-03-13 13:25:00-04:00,5244.75,2024-03-13 14:35:00-04:00,5236.0,stop,5236.0,5259.0,-8.75,-442.5
IB,LONG,2024-03-15 10:45:00-04:00,5201.0,2024-03-15 11:35:00-04:00,5185.5,stop,5185.5,5226.25,-15.5,-780.0
IB,LONG,2024-03-19 10:40:00-04:00,5207.0,2024-03-19 11:35:00-04:00,5217.5,target,5200.62,5217.5,10.5,520.0
IB,SHORT,2024-03-20 13:40:00-04:00,5234.5,2024-03-20 14:00:00-04:00,5241.38,stop,5241.38,5222.5,-6.88,-348.75
IB,LONG,2024-03-20 14:00:00-04:00,5258.0,2024-03-20 14:35:00-04:00,5241.38,stop,5241.38,5270.0,-16.62,-836.25
IB,LONG,2024-03-20 14:35:00-04:00,5259.25,2024-03-20 14:45:00-04:00,5271.25,target,5241.38,5271.25,12.0,595.0
IB,LONG,2024-03-21 12:25:00-04:00,5322.0,2024-03-21 13:00:00-04:00,5315.0,stop,5315.0,5334.75,-7.0,-355.0
IB,SHORT,2024-03-21 14:05:00-04:00,5306.5,2024-03-21 15:55:00-04:00,5302.75,flatten,5315.0,5293.75,3.75,182.5
IB,SHORT,2024-03-22 10:40:00-04:00,5291.5,2024-03-22 13:05:00-04:00,5299.38,stop,5299.38,5281.0,-7.88,-398.75
IB,LONG,2024-03-22 13:55:00-04:00,5305.5,2024-03-22 15:05:00-04:00,5299.38,stop,5299.38,5316.0,-6.12,-311.25
IB,LONG,2024-03-25 14:35:00-04:00,5288.25,2024-03-25 15:20:00-04:00,5280.88,stop,5280.88,5301.25,-7.38,-373.75
IB,SHORT,2024-03-26 13:40:00-04:00,5285.0,2024-03-26 15:30:00-04:00,5275.25,target,5290.38,5275.25,9.75,482.5
IB,SHORT,2024-03-27 10:45:00-04:00,5272.0,2024-03-27 14:15:00-04:00,5283.38,stop,5283.38,5251.0,-11.38,-573.75
IB,LONG,2024-03-28 14:55:00-04:00,5316.75,2024-03-28 15:55:00-04:00,5310.0,stop,5310.0,5326.5,-6.75,-342.5
IB,SHORT,2024-04-01 10:35:00-04:00,5296.0,2024-04-01 15:55:00-04:00,5294.0,flatten,5309.38,5280.5,2.0,95.0
IB,SHORT,2024-04-04 11:10:00-04:00,5293.5,2024-04-04 11:45:00-04:00,5300.62,stop,5300.62,5281.0,-7.12,-361.25
IB,LONG,2024-04-04 12:05:00-04:00,5307.75,2024-04-04 13:30:00-04:00,5300.62,stop,5300.62,5320.25,-7.12,-361.25
IB,SHORT,2024-04-04 13:45:00-04:00,5293.5,2024-04-04 14:05:00-04:00,5281.0,target,5300.62,5281.0,12.5,620.0
IB,LONG,2024-04-05 10:45:00-04:00,5237.5,2024-04-05 11:55:00-04:00,5261.75,target,5219.0,5261.75,24.25,1207.5
IB,SHORT,2024-04-10 13:05:00-04:00,5185.25,2024-04-10 13:20:00-04:00,5203.62,stop,5203.62,5160.25,-18.38,-923.75
IB,SHORT,2024-04-10 13:35:00-04:00,5189.5,2024-04-10 13:55:00-04:00,5203.62,stop,5203.62,5164.5,-14.12,-711.25
IB,SHORT,2024-04-12 10:35:00-04:00,5189.5,2024-04-12 12:35:00-04:00,5166.5,target,5207.12,5166.5,23.0,1145.0
IB,SHORT,2024-04-15 10:35:00-04:00,5176.25,2024-04-15 13:20:00-04:00,5142.5,target,5196.0,5142.5,33.75,1682.5
IB,SHORT,2024-04-16 10:35:00-04:00,5085.25,2024-04-16 11:15:00-04:00,5098.75,stop,5098.75,5062.0,-13.5,-680.0
IB,LONG,2024-04-16 14:05:00-04:00,5120.75,2024-04-16 14:15:00-04:00,5100.5,stop,5100.5,5144.0,-20.25,-1017.5
IB,LONG,2024-04-16 14:50:00-04:00,5111.25,2024-04-16 15:30:00-04:00,5098.75,stop,5098.75,5134.5,-12.5,-630.0
IB,SHORT,2024-04-17 10:50:00-04:00,5080.5,2024-04-17 12:40:00-04:00,5052.5,target,5100.75,5052.5,28.0,1395.0
IB,SHORT,2024-04-18 13:15:00-04:00,5049.5,2024-04-18 15:55:00-04:00,5048.25,flatten,5063.5,5024.25,1.25,57.5
IB,SHORT,2024-04-19 11:30:00-04:00,5028.0,2024-04-19 14:40:00-04:00,4998.75,target,5043.25,4998.75,29.25,1457.5
IB,SHORT,2024-04-22 10:50:00-04:00,5012.5,2024-04-22 11:55:00-04:00,5024.12,stop,5024.12,4992.5,-11.62,-586.25
IB,LONG,2024-04-22 12:55:00-04:00,5036.25,2024-04-22 13:45:00-04:00,5056.25,target,5024.12,5056.25,20.0,995.0
IB,SHORT,2024-04-24 10:35:00-04:00,5107.5,2024-04-24 11:15:00-04:00,5093.0,target,5117.38,5093.0,14.5,720.0
IB,LONG,2024-04-25 11:55:00-04:00,5050.25,2024-04-25 13:35:00-04:00,5072.75,target,5033.62,5072.75,22.5,1120.0
IB,SHORT,2024-04-29 14:35:00-04:00,5136.25,2024-04-29 15:05:00-04:00,5119.0,target,5145.5,5119.0,17.25,857.5
IB,SHORT,2024-04-30 11:00:00-04:00,5126.5,2024-04-30 11:10:00-04:00,5112.75,target,5134.25,5112.75,13.75,682.5
IB,SHORT,2024-05-01 13:10:00-04:00,5043.75,2024-05-01 13:30:00-04:00,5053.38,stop,5053.38,5026.25,-9.62,-486.25
IB,LONG,2024-05-01 14:00:00-04:00,5064.5,2024-05-01 14:10:00-04:00,5053.38,stop,5053.38,5082.0,-11.12,-561.25
IB,LONG,2024-05-01 14:25:00-04:00,5074.75,2024-05-01 14:30:00-04:00,5054.5,stop,5054.5,5092.25,-20.25,-1017.5
VA,LONG,2024-05-02 12:35:00-04:00,5062.0,2024-05-02 13:10:00-04:00,5073.29,target,5052.39,5073.29,11.29,559.7
IB,LONG,2024-05-06 12:55:00-04:00,5188.25,2024-05-06 15:50:00-04:00,5201.0,target,5180.5,5201.0,12.75,632.5
IB,LONG,2024-05-07 10:50:00-04:00,5221.0,2024-05-07 13:45:00-04:00,5215.38,stop,5215.38,5230.75,-5.62,-286.25
IB,SHORT,2024-05-07 14:15:00-04:00,5208.75,2024-05-07 15:50:00-04:00,5215.38,stop,5215.38,5199.0,-6.62,-336.25
IB,LONG,2024-05-08 10:45:00-04:00,5215.75,2024-05-08 13:00:00-04:00,5201.25,stop,5201.25,5235.5,-14.5,-730.0
IB,LONG,2024-05-08 14:05:00-04:00,5212.0,2024-05-08 15:55:00-04:00,5211.75,flatten,5201.25,5231.75,-0.25,-17.5
IB,LONG,2024-05-09 10:35:00-04:00,5227.25,2024-05-09 15:55:00-04:00,5239.25,flatten,5212.88,5244.25,12.0,595.0
IB,SHORT,2024-05-10 10:50:00-04:00,5238.0,2024-05-10 15:55:00-04:00,5245.25,flatten,5253.62,5217.5,-7.25,-367.5
IB,SHORT,2024-05-14 12:20:00-04:00,5244.0,2024-05-14 14:05:00-04:00,5252.25,stop,5252.25,5228.75,-8.25,-417.5
IB,LONG,2024-05-14 14:30:00-04:00,5263.25,2024-05-14 15:55:00-04:00,5268.5,flatten,5252.25,5278.5,5.25,257.5
IB,LONG,2024-05-15 10:35:00-04:00,5305.0,2024-05-15 12:55:00-04:00,5321.25,target,5295.0,5321.25,16.25,807.5
IB,LONG,2024-05-16 10:40:00-04:00,5343.0,2024-05-16 13:20:00-04:00,5334.88,stop,5334.88,5356.0,-8.12,-411.25
IB,SHORT,2024-05-16 14:10:00-04:00,5324.25,2024-05-16 15:00:00-04:00,5334.88,stop,5334.88,5311.25,-10.62,-536.25
IB,LONG,2024-05-17 10:45:00-04:00,5325.0,2024-05-17 11:00:00-04:00,5320.12,stop,5320.12,5334.75,-4.88,-248.75
IB,SHORT,2024-05-17 11:45:00-04:00,5315.0,2024-05-17 11:55:00-04:00,5320.12,stop,5320.12,5305.25,-5.12,-261.25
IB,SHORT,2024-05-17 14:00:00-04:00,5315.25,2024-05-17 14:55:00-04:00,5320.12,stop,5320.12,5305.5,-4.88,-248.75
IB,LONG,2024-05-21 13:25:00-04:00,5333.5,2024-05-21 15:30:00-04:00,5343.25,target,5327.25,5343.25,9.75,482.5
VA,SHORT,2024-05-23 12:05:00-04:00,5335.25,2024-05-23 12:30:00-04:00,5340.05,stop,5340.05,5328.49,-4.8,-244.85
IB,SHORT,2024-05-23 13:00:00-04:00,5321.0,2024-05-23 14:05:00-04:00,5285.25,target,5340.25,5285.25,35.75,1782.5
IB,LONG,2024-05-24 10:50:00-04:00,5314.0,2024-05-24 15:55:00-04:00,5321.75,flatten,5304.12,5332.5,7.75,382.5
IB,SHORT,2024-05-28 13:50:00-04:00,5313.0,2024-05-28 14:35:00-04:00,5298.0,target,5323.62,5298.0,15.0,745.0
IB,LONG,2024-05-29 10:35:00-04:00,5297.5,2024-05-29 11:10:00-04:00,5286.75,stop,5286.75,5313.25,-10.75,-542.5
IB,LONG,2024-05-29 12:35:00-04:00,5296.0,2024-05-29 13:40:00-04:00,5286.75,stop,5286.75,5311.75,-9.25,-467.5
IB,SHORT,2024-05-30 11:00:00-04:00,5255.0,2024-05-30 11:30:00-04:00,5266.12,stop,5266.12,5239.0,-11.12,-561.25
IB,LONG,2024-05-30 13:10:00-04:00,5275.25,2024-05-30 14:15:00-04:00,5266.12,stop,5266.12,5291.25,-9.12,-461.25
IB,SHORT,2024-05-31 10:40:00-04:00,5226.25,2024-05-31 15:20:00-04:00,5246.5,stop,5246.5,5186.5,-20.25,-1017.5
IB,SHORT,2024-06-03 10:40:00-04:00,5294.5,2024-06-03 11:00:00-04:00,5276.5,target,5304.12,5276.5,18.0,895.0
IB,SHORT,2024-06-04 11:30:00-04:00,5274.0,2024-06-04 12:45:00-04:00,5287.88,stop,5287.88,5254.0,-13.88,-698.75
IB,LONG,2024-06-04 14:15:00-04:00,5301.5,2024-06-04 15:05:00-04:00,5287.88,stop,5287.88,5321.5,-13.62,-686.25
IB,LONG,2024-06-05 10:45:00-04:00,5328.5,2024-06-05 13:05:00-04:00,5349.75,target,5317.25,5349.75,21.25,1057.5
IB,SHORT,2024-06-06 11:30:00-04:00,5361.75,2024-06-06 14:05:00-04:00,5351.0,target,5367.75,5351.0,10.75,532.5
IB,LONG,2024-06-07 10:35:00-04:00,5371.25,2024-06-07 14:10:00-04:00,5352.5,stop,5352.5,5394.0,-18.75,-942.5
VA,SHORT,2024-06-07 14:55:00-04:00,5367.0,2024-06-07 15:00:00-04:00,5370.06,stop,5370.06,5361.91,-3.06,-157.79
IB,LONG,2024-06-10 10:45:00-04:00,5352.75,2024-06-10 11:50:00-04:00,5363.25,target,5346.38,5363.25,10.5,520.0
IB,LONG,2024-06-11 10:40:00-04:00,5357.5,2024-06-11 14:30:00-04:00,5378.5,target,5345.12,5378.5,21.0,1045.0
IB,LONG,2024-06-21 11:00:00-04:00,5538.75,2024-06-21 13:20:00-04:00,5528.5,stop,5528.5,5557.5,-10.25,-517.5
IB,SHORT,2024-06-24 13:30:00-04:00,5525.25,2024-06-24 15:55:00-04:00,5514.5,flatten,5542.12,5492.75,10.75,532.5
IB,LONG,2024-06-25 11:15:00-04:00,5530.75,2024-06-25 12:20:00-04:00,5523.25,stop,5523.25,5542.0,-7.5,-380.0
IB,SHORT,2024-06-25 12:50:00-04:00,5514.25,2024-06-25 13:25:00-04:00,5523.25,stop,5523.25,5503.0,-9.0,-455.0
IB,LONG,2024-06-25 14:15:00-04:00,5530.5,2024-06-25 15:55:00-04:00,5535.25,flatten,5523.25,5541.75,4.75,232.5
IB,LONG,2024-06-26 11:50:00-04:00,5541.25,2024-06-26 13:20:00-04:00,5526.25,stop,5526.25,5557.5,-15.0,-755.0
IB,LONG,2024-06-26 13:55:00-04:00,5535.0,2024-06-26 15:55:00-04:00,5541.5,flatten,5526.25,5551.25,6.5,320.0
IB,SHORT,2024-06-27 11:30:00-04:00,5533.25,2024-06-27 13:25:00-04:00,5545.75,stop,5545.75,5515.0,-12.5,-630.0
IB,SHORT,2024-06-27 14:00:00-04:00,5536.0,2024-06-27 15:55:00-04:00,5545.75,stop,5545.75,5517.75,-9.75,-492.5
